Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-11-17,2.532956418758485,2.532956418758485,2.496246905443145,2.508483409881592,1209200,0.0,0.0
1999-11-18,2.532957108312063,2.7654507559349093,2.5207206005424396,2.704268217086792,5624000,0.0,0.0
1999-11-19,2.7042673189346105,2.7165038226401967,2.6675578078178512,2.6797943115234375,2767600,0.0,0.0
1999-11-22,2.6430851198592276,2.6797946354128284,2.5941390991210938,2.5941390991210938,1175600,0.0,0.0
1999-11-23,2.5941386731142924,2.5941386731142924,2.3983546223132137,2.4105911254882812,2179200,0.0,0.0
1999-11-24,2.3983546223132137,2.435064131838416,2.373881615963079,2.4105911254882812,2111600,0.0,0.0
1999-11-26,2.4105911254882812,2.435064131838416,2.3983546223132137,2.4105911254882812,684400,0.0,0.0
1999-11-29,2.410592710485264,2.4228292217060012,2.3371736431608396,2.3983561992645264,1572000,0.0,0.0
1999-11-30,2.3983549493731875,2.4473009687481504,2.3983549493731875,2.422827959060669,1031200,0.0,0.0
1999-12-01,2.4473008198953754,2.4595373239948524,2.4228278116964215,2.4350643157958984,1388400,0.0,0.0
1999-12-02,2.4105922979177885,2.422828807044275,2.3616462614118436,2.37388277053833,908000,0.0,0.0
1999-12-03,2.3494092251392122,2.373882237901079,2.263753680472678,2.3004631996154785,2709200,0.0,0.0
1999-12-06,2.3004620537083813,2.3494080548511125,2.3004620537083813,2.3371715545654297,786400,0.0,0.0
1999-12-07,2.31269907951355,2.3371720856459683,2.2637530672487127,2.31269907951355,1012800,0.0,0.0
1999-12-08,2.3371720856459683,2.3371720856459683,2.2882260733811313,2.31269907951355,1603200,0.0,0.0
1999-12-09,2.3004629034745063,2.3371724178916526,2.3004629034745063,2.3249359130859375,1506400,0.0,0.0
1999-12-10,2.349408047870525,2.520719051361084,2.337171547621199,2.520719051361084,1392400,0.0,0.0
1999-12-13,2.5207198444922367,2.5207198444922367,2.4350643157958984,2.4350643157958984,1485600,0.0,0.0
1999-12-14,2.484010985023097,2.630849072807713,2.4473014630769425,2.5574300289154053,1458400,0.0,0.0
1999-12-15,2.4962474923384814,2.5574300289154053,2.4105919411307886,2.5574300289154053,1276000,0.0,0.0
1999-12-16,2.5207204294204715,2.5329569363594056,2.4473013877868652,2.4473013877868652,1870400,0.0,0.0
1999-12-17,2.532956418758485,2.5451929231969324,2.4717738965662512,2.508483409881592,1264400,0.0,0.0
1999-12-20,2.5207194882660664,2.5451924930065135,2.459536976414948,2.4840099811553955,809600,0.0,0.0
1999-12-21,2.484010985023097,2.630849072807713,2.484010985023097,2.5574300289154053,1161600,0.0,0.0
1999-12-22,2.5451920518597353,2.557428552109061,2.4962460508624327,2.520719051361084,2150000,0.0,0.0
1999-12-23,2.5329569778709766,2.6308490349867633,2.5207204707315034,2.61861252784729,1042800,0.0,0.0
1999-12-27,2.6920308508314528,2.7899228817707784,2.6797943469640373,2.716503858566284,1111600,0.0,0.0
1999-12-28,2.740977232121239,3.034653364134229,2.7287407266206976,2.9612343311309814,2367200,0.0,0.0
1999-12-29,2.9612349124664954,2.9612349124664954,2.875579357147217,2.875579357147217,676000,0.0,0.0
1999-12-30,2.8878144589961803,2.9857064745553727,2.863341455106382,2.9734699726104736,756800,0.0,0.0
1999-12-31,2.9734699726104736,2.9857064745553727,2.9367604667757767,2.9734699726104736,266400,0.0,0.0
2000-01-03,3.0346537517256524,3.083599779979292,2.985707723472013,3.0468902587890625,2784800,0.0,0.0
2000-01-04,2.887815598783822,2.9000521055583297,2.7409775174897293,2.838869571685791,944000,0.0,0.0
2000-01-05,2.8633434047698976,3.1692561616897583,2.8388703842163086,3.0591275691986084,810400,0.0,0.0
2000-01-06,3.132545896622328,3.352803029978585,2.997944315126837,3.2916204929351807,2695200,0.0,0.0
2000-01-07,3.2916192020240587,3.719896793365479,3.254909694194794,3.7198967933654785,2543600,0.0,0.0
2000-01-10,3.719897979345077,4.038047148631169,3.719897979345077,3.8177900314331055,2534400,0.0,0.0
2000-01-11,3.891210416829364,4.0135755242768285,3.8300278631056317,3.9401564598083496,2545200,0.0,0.0
2000-01-12,3.9401564598083496,3.9401564598083496,3.8422643738503783,3.9401564598083496,1085600,0.0,0.0
2000-01-13,3.9401556860488447,4.662109678213074,3.9401556860488447,4.637636661529541,2248000,0.0,0.0
2000-01-14,4.503034392880722,4.564216925392689,4.258304262832857,4.343959808349609,2403200,0.0,0.0
2000-01-18,4.1604108810424805,4.295012409546795,4.111464870677275,4.1604108810424805,3676400,0.0,0.0
2000-01-19,4.1604133505275875,4.209359389945559,4.123703820964108,4.17264986038208,1015200,0.0,0.0
2000-01-20,4.099228466996467,4.111464969883024,3.915680923698118,3.952390432357788,1674000,0.0,0.0
2000-01-21,3.8422619537873706,3.866734959862449,3.670950911261819,3.768842935562134,1384000,0.0,0.0
2000-01-24,3.817788985764482,3.8912080047214914,3.7443699668074726,3.8055524826049805,857600,0.0,0.0
2000-01-25,3.805552175045013,3.805552175045013,3.573058633804321,3.6709506511688232,672400,0.0,0.0
2000-01-26,3.6709509224727235,3.6709509224727235,3.4996398794239965,3.548585891723633,621200,0.0,0.0
2000-01-27,3.573058633804321,3.817788677215576,3.5485856294631954,3.6709506511688232,3402800,0.0,0.0
2000-01-28,3.719896659851074,3.7443696641921993,3.634241144657135,3.6709506511688232,1545200,0.0,0.0
2000-01-31,3.6709509224727235,3.6831874255476325,3.536349388648724,3.548585891723633,588400,0.0,0.0
2000-02-01,3.8667368553952626,3.952392418647689,3.5975336566019216,3.6587162017822266,1546800,0.0,0.0
2000-02-02,3.609768089079699,3.7443696110453826,3.609768089079699,3.6954236030578613,1564400,0.0,0.0
2000-02-03,3.6709506511688232,3.6954236555099484,3.622004642486572,3.6709506511688232,1324800,0.0,0.0
2000-02-04,3.6709516331300893,3.6709516331300893,3.54858657869242,3.609769105911255,707200,0.0,0.0
2000-02-07,3.560824800270002,3.5975343342934045,3.548588288928868,3.5852978229522705,528000,0.0,0.0
2000-02-08,3.5975320155803976,3.5975320155803976,3.4751669810368466,3.4996399879455566,696800,0.0,0.0
2000-02-09,3.450694986011671,3.450694986011671,3.2304378592449687,3.3772759437561035,1449600,0.0,0.0
2000-02-10,3.3528009893256665,3.3772739892477515,3.2793819895594107,3.340564489364624,602400,0.0,0.0
2000-02-11,3.3405663154341956,3.3405663154341956,3.1937282356348904,3.230437755584717,580800,0.0,0.0
2000-02-14,3.303856367373285,3.303856367373285,3.132545296472448,3.2059643268585205,891600,0.0,0.0
2000-02-15,3.205964813082237,3.205964813082237,3.0713632369604635,3.1080727577209473,2719600,0.0,0.0
2000-02-16,3.095835865245146,3.1325453814338236,3.08359935984892,3.1203088760375977,2016400,0.0,0.0
2000-02-17,3.1203086251643164,3.2793831825256348,3.095835616339498,3.2793831825256348,1334800,0.0,0.0
2000-02-18,3.27938357197431,3.27938357197431,3.0224169487972183,3.0713629722595215,10545600,0.0,0.0
2000-02-22,3.083599090576172,3.132545107886905,3.0468895775931224,3.083599090576172,1415600,0.0,0.0
2000-02-23,3.0835987214119207,3.0835987214119207,3.0101797042354463,3.0346527099609375,662000,0.0,0.0
2000-02-24,3.022417900959651,3.022417900959651,2.9245258231957756,2.9367623329162598,1079200,0.0,0.0
2000-02-25,2.875579350761005,2.900052366512162,2.6920317326273233,2.7409777641296387,1997600,0.0,0.0
2000-02-28,2.7409775174897293,2.838869571685791,2.6920314903916984,2.838869571685791,2859200,0.0,0.0
2000-02-29,2.838869184895135,2.863342195109748,2.8266326797878283,2.8511056900024414,3308000,0.0,0.0
2000-03-01,2.8633409968945163,2.9612329967883455,2.8511044969077872,2.9122869968414307,1371600,0.0,0.0
2000-03-02,2.9245247840881348,2.948997794833642,2.9122882787153808,2.9245247840881348,1092800,0.0,0.0
2000-03-03,2.912288832352151,2.9245253400511095,2.7409777245667306,2.8021602630615234,1521200,0.0,0.0
2000-03-06,2.8511054011078567,2.887814912710104,2.716503858566284,2.716503858566284,872400,0.0,0.0
2000-03-07,2.740977638646176,2.740977638646176,2.5084839996538664,2.5574300289154053,1344000,0.0,0.0
2000-03-08,2.557430332985477,2.5696668417557427,2.447301754053088,2.5329573154449463,1396400,0.0,0.0
2000-03-09,2.532957164140848,2.5574301802195034,2.496247640022865,2.545193672180176,1566800,0.0,0.0
2000-03-10,2.532957164140848,2.5941397043374868,2.532957164140848,2.545193672180176,1954400,0.0,0.0
2000-03-13,2.5451920518597353,2.5819015526077123,2.5084825511117583,2.520719051361084,967600,0.0,0.0
2000-03-14,2.5207194164395332,2.5207194164395332,2.3494083881378174,2.3494083881378174,1350000,0.0,0.0
2000-03-15,2.410591230000535,2.7287403263457835,2.3983547262949485,2.6797943115234375,2160400,0.0,0.0
2000-03-16,2.6920310382185315,3.1937277317047124,2.6920310382185315,3.193727731704712,1900400,0.0,0.0
2000-03-17,3.1570186954241968,3.1937282151384316,3.0346536297100806,3.0958361625671387,844800,0.0,0.0
2000-03-20,3.08359935984892,3.205964413811179,3.059126349056468,3.1203088760375977,473200,0.0,0.0
2000-03-21,3.046889467164874,3.132544994354248,2.912287924438715,3.132544994354248,2070000,0.0,0.0
2000-03-22,3.3160925526171923,3.3160925526171923,3.132544994354248,3.132544994354248,855200,0.0,0.0
2000-03-23,3.0958352969395175,3.108071800089476,2.9489972591400146,2.9489972591400146,1984800,0.0,0.0
2000-03-24,2.9489988426367444,3.0346544106801354,2.8633432745933534,2.9367623329162598,2371600,0.0,0.0
2000-03-27,2.9367612894608883,2.948997794833642,2.8878152679698736,2.9245247840881348,291600,0.0,0.0
2000-03-28,2.900051773342627,2.985707310951903,2.863342257224366,2.9245247840881348,1429600,0.0,0.0
2000-03-29,2.9489988426367444,3.0101813912391666,2.900052803754807,2.9367623329162598,493600,0.0,0.0
2000-03-30,2.9000521055583297,2.9122886123328375,2.7776870378132523,2.838869571685791,563200,0.0,0.0
2000-03-31,2.8388702551523846,3.059127430121104,2.8266337454319004,2.9367623329162598,1780400,0.0,0.0
2000-04-03,2.924523838564881,2.961233342814649,2.8633413314819336,2.8633413314819336,908400,0.0,0.0
2000-04-04,2.9122886810915536,3.108072794106112,2.7899236104574547,3.0468902587890625,2342800,0.0,0.0
2000-04-05,3.02241700539793,3.2182011029135857,2.997943993208473,3.144782066345215,1107600,0.0,0.0
2000-04-06,3.15701891143969,3.524114133700119,3.15701891143969,3.2916204929351807,737200,0.0,0.0
2000-04-07,3.2916196869380436,3.47516725312418,3.218200660463589,3.2793831825256348,731200,0.0,0.0
2000-04-10,3.2671473859304405,3.30385690712067,3.0468902587890625,3.0468902587890625,379200,0.0,0.0
2000-04-11,3.1814899898710705,3.3772739892477515,3.1814899898710705,3.340564489364624,638400,0.0,0.0
2000-04-12,3.328328546230084,3.450693566312072,3.279382538197288,3.4139840602874756,551600,0.0,0.0
2000-04-13,3.4017483359888976,3.5241133840460526,3.377275326377467,3.4874038696289062,645200,0.0,0.0
2000-04-14,3.4139855282150045,3.4262220354845923,3.340566484597477,3.3528029918670654,1051600,0.0,0.0
2000-04-17,3.1692545997153085,3.4017481803894043,3.1325450869772933,3.4017481803894043,664800,0.0,0.0
2000-04-18,3.3650378524634066,3.573058374252054,3.3405648499000367,3.511875867843628,484000,0.0,0.0
2000-04-19,3.5363495349884033,3.6220050600573264,3.487403520663304,3.5363495349884033,790800,0.0,0.0
2000-04-20,3.5363495349884033,3.6097685564760518,3.5363495349884033,3.5363495349884033,406000,0.0,0.0
2000-04-24,3.5241129948542667,3.536349498308622,3.426220967219426,3.4996399879455566,1112400,0.0,0.0
2000-04-25,3.5730606385297996,3.670952710818287,3.5608241294937386,3.6587162017822266,862800,0.0,0.0
2000-04-26,3.6342411330488864,3.817788665021052,3.6342411330488864,3.732133150100708,1542800,0.0,0.0
2000-04-27,3.7321344858560805,3.8177900314331055,3.6587154467900596,3.8177900314331055,491200,0.0,0.0
